Row Labels,DELL,IBM,MSFT,NFLX
20081106,12.03,85.15,20.88,3.068571429
20081107,12.55,86.27,21.5,3.122857143
20081110,11.86,83.87,21.3,3.075714286
20081111,11.33,82.74,21.2,3.145714286
20081112,10.5,79.74,20.3,2.957142857
20081113,10.27,84.21,21.25,3.48
20081114,10.89,80.33,20.06,3.147142857
20081117,10.52,77.48,19.32,3.035714286
20081118,10.6,80.08,19.62,3.064285714
20081119,10.35,75.97,18.29,2.935714286
20081120,9.81,71.74,17.53,2.674285714
20081121,9.3,74.88,19.68,2.855714286
20081124,10.14,79.89,20.69,3.172857143
20081125,10.42,80.65,19.99,3.09
20081126,11.05,81.67,20.49,3.267142857
20081128,11.17,81.6,20.22,3.282857143
20081201,10.05,76.9,18.61,3.148571429
20081202,10.52,79.84,19.15,3.315714286
20081203,10.55,80.67,19.87,3.401428571
20081204,10.27,77.44,19.11,3.31
20081205,10.71,80.59,19.87,3.61
20081208,12,84.86,21.01,3.644285714
20081209,11.86,82.69,20.6,4.012857143
20081210,12.02,82.86,20.61,4.068571429
20081211,11.69,80.58,19.45,4.02
20081212,11.48,82.2,19.36,4.072857143
20081215,11.13,82.77,19.04,4.07
20081216,11.79,86.4,20.11,4.092857143
20081217,11.68,85.84,19.66,4.112857143
20081218,11.36,84,19.3,4.034285714
20081219,11.09,83.52,19.12,3.955714286
20081222,10.96,81.99,19.18,3.988571429
20081223,10.83,80.6,19.28,3.878571429
20081224,10.65,80.52,19.17,3.915714286
20081226,10.65,81.33,19.13,4.065714286
20081229,10.34,81.25,18.96,3.99
20081230,10.23,83.55,19.34,4.094285714
20081231,10.24,84.16,19.44,4.27
20090102,10.75,87.37,20.33,4.267142857
20090105,10.61,86.82,20.52,4.562857143
20090106,11.05,89.23,20.76,4.705714286
20090107,11.15,87.79,19.51,4.672857143
20090108,11.27,87.18,20.12,4.735714286
20090109,11.12,84.7,19.52,4.608571429
20090112,10.65,85.71,19.47,4.458571429
20090113,10.76,85.34,19.82,4.42
20090114,10.31,83.19,19.09,4.22
20090115,10.54,84.12,19.24,4.517142857
20090116,10.27,84.92,19.71,4.465714286
20090120,9.85,81.98,18.48,4.261428571
20090121,10.2,91.42,19.38,4.384285714
20090122,9.98,90.07,17.11,4.405714286
20090123,10.14,89.49,17.2,4.348571429
20090126,10.31,91.6,17.63,4.307142857
20090127,10.07,91.66,17.66,4.974285714
20090128,10.88,94.82,18.04,5.165714286
20090129,9.95,92.51,17.59,5.268571429
20090130,9.5,91.65,17.1,5.162857143
20090202,9.31,90.93,17.83,5.278571429
20090203,9.77,93.48,18.5,5.248571429
20090204,9.79,92.83,18.63,5.264285714
20090205,9.43,92.41,19.04,5.352857143
20090206,9.46,96.14,19.66,5.285714286
20090209,9.64,96.82,19.44,5.277142857
20090210,9.16,93.27,18.8,5.167142857
20090211,9.02,95.16,19.21,5.167142857
20090212,9.17,95.07,19.26,5.418571429
20090213,9.12,93.84,19.09,5.505714286
20090217,8.88,90.67,18.09,5.317142857
20090218,8.65,91.51,18.12,5.285714286
20090219,8.12,88.93,17.91,5.298571429
20090220,8.41,88.79,18,5.257142857
20090223,7.99,84.37,17.21,5.082857143
20090224,8.26,86.4,17.17,5.151428571
20090225,8.36,85.9,16.96,5.112857143
20090226,8.21,88.97,16.42,5.111428571
20090227,8.53,92.03,16.15,5.177142857
20090302,8.43,89.05,15.79,4.907142857
20090303,9.15,87.77,15.88,5.194285714
20090304,8.88,89.49,16.12,5.387142857
20090305,8.39,87.48,15.27,5.414285714
20090306,8.37,85.81,15.28,5.454285714
20090309,8.04,83.48,15.15,5.5
20090310,8.76,87.25,16.48,5.5
20090311,8.98,88.62,17.11,5.355714286
20090312,9.44,90.4,17.01,5.708571429
20090313,9.37,90.36,16.65,5.624285714
20090316,8.9,91.22,16.25,5.522857143
20090317,9.34,92.91,16.9,5.827142857
20090318,9.62,91.95,16.96,5.945714286
20090319,10.04,92.66,17.14,5.93
20090320,9.88,92.51,17.06,5.95
20090323,10.45,98.71,18.33,6.2
20090324,10.41,98.3,17.93,6.202857143
20090325,10.17,97.95,17.88,5.937142857
20090326,10.35,98.78,18.83,5.964285714
20090327,9.95,94.15,18.13,5.668571429
20090330,9.49,94.52,17.48,6.004285714
20090331,9.48,96.89,18.37,6.131428571
20090401,9.52,97.61,19.31,6.124285714
20090402,9.5,100.82,19.29,6.161428571
20090403,10.32,102.22,18.75,6.152857143
20090406,10.33,101.56,18.76,6.357142857
20090407,9.83,98.75,18.76,6.242857143
20090408,10.2,101.19,19.19,6.325714286
20090409,10.76,101.7,19.67,6.707142857
20090413,10.45,99.95,19.59,7.06
20090414,10.47,99.27,19.35,6.828571429
20090415,10.2,98.85,18.83,6.655714286
20090416,10.88,101.43,19.76,6.895714286
20090417,11.06,101.27,19.2,6.975714286
20090420,10.31,100.43,18.61,7.087142857
20090421,10.55,102.31,18.97,6.657142857
20090422,10.63,102.55,18.78,6.554285714
20090423,10.72,101.42,18.92,6.474285714
20090424,11.05,100.08,20.91,6.104285714
20090427,11.09,99.95,20.4,6.624285714
20090428,10.88,101.94,19.93,6.597142857
20090429,11.25,104.04,20.25,6.461428571
20090430,11.62,103.21,20.26,6.472857143
20090501,11.85,104.61,20.24,6.354285714
20090504,12.28,106.19,20.19,6.42
20090505,11.86,105.85,19.79,6.444285714
20090506,11.89,104.62,19.79,6.141428571
20090507,11.07,102.59,19.32,5.71
20090508,10.81,101.49,19.42,5.745714286
20090511,11.02,102.9,19.32,5.657142857
20090512,11.21,103.94,19.89,5.761428571
20090513,10.94,102.26,19.75,5.378571429
20090514,10.93,101.05,20.06,5.297142857
20090515,10.98,101.37,20.22,5.5
20090518,11.3,104.58,20.6,5.538571429
20090519,11.56,105.51,20.31,5.661428571
20090520,11.18,104.05,20.38,5.75
20090521,10.83,102.82,19.82,5.587142857
20090522,10.85,101.89,19.75,5.542857143
20090526,11.14,105.02,20.34,5.727142857
20090527,11.12,102.93,20.13,5.561428571
20090528,11.48,104.69,20.45,5.505714286
20090529,11.57,106.28,20.89,5.631428571
20090601,12.18,108.37,21.4,5.848571429
20090602,11.94,106.83,21.4,5.881428571
20090603,11.62,106.49,21.73,5.785714286
20090604,12.1,106.33,21.83,5.815714286
20090605,12.08,107.24,22.14,5.598571429
20090608,12.28,107.49,22.05,5.544285714
20090609,12.6,108.14,22.08,5.572857143
20090610,12.94,108.35,22.55,5.408571429
20090611,13.27,109.4,22.83,5.391428571
20090612,13.39,108.21,23.33,5.405714286
20090615,12.87,107.62,23.42,5.451428571
20090616,12.77,107.32,23.45,5.404285714
20090617,12.76,107,23.68,5.771428571
20090618,12.61,106.33,23.5,5.901428571
20090619,13.29,105.89,24.07,5.941428571
20090622,12.98,104.52,23.28,5.792857143
20090623,12.98,104.44,23.34,5.652857143
20090624,13.28,104.15,23.47,5.655714286
20090625,13.65,106.06,23.79,5.872857143
20090626,13.68,105.68,23.35,5.767142857
20090629,13.86,105.83,23.86,5.885714286
20090630,13.73,104.42,23.77,5.905714286
20090701,13.39,104.84,24.04,5.802857143
20090702,12.97,101.73,23.37,5.702857143
20090706,13.42,101.65,23.2,5.682857143
20090707,13,100.19,22.53,5.542857143
20090708,12.95,100.68,22.56,5.528571429
20090709,13.15,102.08,22.44,5.707142857
20090710,13.22,100.83,22.39,5.724285714
20090713,13.02,103.62,23.23,6.027142857
20090714,11.97,103.25,23.11,6.185714286
20090715,12.32,107.22,24.12,6.344285714
20090716,12.75,110.64,24.44,6.304285714
20090717,12.67,115.42,24.29,6.305714286
20090720,12.94,116.44,24.53,6.402857143
20090721,13.36,117.04,24.83,6.397142857
20090722,13.3,115.57,24.8,6.468571429
20090723,13.47,117.06,25.56,6.637142857
20090724,13.5,117.64,23.45,6.028571429
20090727,13.71,117.63,23.11,5.957142857
20090728,13.97,117.28,23.47,6.048571429
20090729,13.72,117.26,23.8,6.1
20090730,13.57,117.86,23.81,6.23
20090731,13.38,117.93,23.52,6.277142857
20090803,13.6,119.92,23.83,6.424285714
20090804,13.7,119.6,23.77,6.311428571
20090805,13.63,118.47,23.81,6.33
20090806,13.16,117.38,23.46,6.214285714
20090807,13.2,119.33,23.56,6.428571429
20090810,13.59,118.7,23.42,6.542857143
20090811,13.38,117.79,23.13,6.584285714
20090812,13.84,119.29,23.53,6.611428571
20090813,14.29,119.58,23.62,6.611428571
20090814,14.2,118.57,23.692,6.355714286
20090817,13.93,116.86,23.25,6.158571429
20090818,14.43,117.63,23.58,6.221428571
20090819,14.45,118.57,23.65,6.41
20090820,14.55,118.95,23.67,6.425714286
20090821,14.49,119.9,24.41,6.442857143
20090824,14.78,119.32,24.64,6.331428571
20090825,14.57,118.83,24.64,6.351428571
20090826,14.67,119.47,24.55,6.281428571
20090827,15.654,119.43,24.69,6.25
20090828,15.93,118.22,24.68,6.317142857
20090831,15.83,118.05,24.65,6.232857143
20090901,15.21,116.69,24,6.021428571
20090902,15.35,116.09,23.86,5.968571429
20090903,15.25,116.33,24.11,5.755714286
20090904,15.69,117.46,24.62,5.85
20090908,15.96,117.16,24.82,5.925714286
20090909,15.92,116.76,24.78,6.175714286
20090910,16.56,117.67,25,6.214285714
20090911,16.6,118.05,24.86,6.094285714
20090914,16.39,118.88,25,6.182857143
20090915,16.57,119.35,25.2,6.424285714
20090916,16.92,121.82,25.2,6.685714286
20090917,16.86,121.88,25.3,6.634285714
20090918,16.69,122.11,25.26,6.771428571
20090921,16.01,121.57,25.3,6.785714286
20090922,15.73,121.61,25.77,6.818571429
20090923,15.95,120.82,25.71,6.692857143
20090924,15.77,120.94,25.94,6.66
20090925,15.34,121.08,25.55,6.608571429
20090928,15.67,119.33,25.83,6.567142857
20090929,15.17,118.81,25.75,6.608571429
20090930,15.26,119.61,25.72,6.595714286
20091001,15.14,117.9,24.88,6.374285714
20091002,15.04,119.02,24.96,6.388571429
20091005,15.15,119.75,24.64,6.488571429
20091006,15.51,121.35,25.11,6.595714286
20091007,15.36,122.78,25.1,6.607142857
20091008,15.82,122.29,25.67,6.577142857
20091009,15.81,125.93,25.55,6.701428571
20091012,15.42,127.04,25.72,6.58
20091013,15.31,127.02,25.81,6.641428571
20091014,15.63,128.35001,25.96,6.867142857
20091015,15.43,127.98,26.71,7.192857143
20091016,15.278,121.64,26.5,6.998571429
20091019,15.36,123.06,26.36,7.114285714
20091020,15.35,122.82,26.37,6.994285714
20091021,15.15,120.87,26.58,6.835714286
20091022,15.43,122.69,26.59,7.09
20091023,15.48,120.36,28.02,7.841428571
20091026,15.37,120.11,28.68,7.881428571
20091027,15.29,120.65,28.59,7.748571429
20091028,14.59,121.5,28.02,7.648571429
20091029,14.934,122.87,28.22,7.902857143
20091030,14.45,120.61,27.73,7.635714286
20091102,14.44,120.56,27.88,7.685714286
20091103,14.59,121.16,27.53,7.678571429
20091104,14.58,121.29,28.06,7.737142857
20091105,14.91,123.1,28.47,8.055714286
20091106,14.86,123.49,28.52,7.98
20091109,15.54,126,28.99,8.171428571
20091110,15.4,126.91,29.01,8.342857143
20091111,15.59,127.19,29.12,8.491428571
20091112,15.45,126.26,29.36,8.312857143
20091113,15.4,127.03,29.63,8.475714286
20091116,15.96,128.21001,29.54,8.494285714
20091117,15.95,128.63,30,8.678571429
20091118,16.06,128.14999,30.11,8.732857143
20091119,15.87,127.54,29.78,8.608571429
20091120,14.29,126.96,29.62,8.567142857
20091123,14.79,128.2,29.94,8.625714286
20091124,14.32,127.93,29.91,8.524285714
20091125,14.36,127.28,29.79,8.46
20091127,14.14,125.7,29.22,8.264285714
20091130,14.12,126.35,29.41,8.375714286
20091201,13.84,127.94,30.01,8.318571429
20091202,13.66,127.21,29.78,8.428571429
20091203,13.46,127.55,29.83,8.284285714
20091204,13.46,127.25,29.98,8.032857143
20091207,13.29,127.04,29.79,7.987142857
20091208,12.81,126.8,29.57,7.988571429
20091209,13.11,128.39,29.71,7.994285714
20091210,13.23,129.34,29.87,8.105714286
20091211,13.12,129.67999,29.85,7.957142857
20091214,13.179,129.92999,30.11,8.058571429
20091215,13.51,128.49001,30.02,8.131428571
20091216,13.7,128.71001,30.1,7.868571429
20091217,13.74,127.4,29.6,7.675714286
20091218,13.74,127.91,30.36,7.61
20091221,14.11,128.64999,30.52,7.708571429
20091222,14.11,129.92999,30.82,7.658571429
20091223,14.34,130,30.92,8.121428571
20091224,14.79,130.57001,31,8.127142857
20091228,14.6,132.31,31.17,8.191428571
20091229,14.32,131.85001,31.39,8.14
20091230,14.79,132.57001,30.96,7.947428571
20091231,14.36,130.89999,30.48,7.87
20100104,14.54,132.45,30.95,7.64
20100105,14.87,130.85001,30.96,7.358571429
20100106,14.58,130,30.77,7.617142857
20100107,14.72,129.55,30.452,7.485714286
20100108,14.85,130.85001,30.66,7.614285714
20100111,14.86,129.48,30.27,7.604285714
20100112,15.06,130.50999,30.07,7.481428571
20100113,15.07,130.23,30.35,7.708571429
20100114,14.7,132.31,30.96,7.284285714
20100115,14.4,131.78,30.86,7.278571429
20100119,14.81,134.14,31.1,7.314285714
20100120,14.51,130.25,30.585,7.32
20100121,14.39,129,30.01,7.312857143
20100122,13.635,125.5,28.96,7.27
20100125,13.89,126.12,29.32,7.018571429
20100126,13.58,125.75,29.5,7.135714286
20100127,13.53,126.33,29.67,7.281428571
20100128,13.28,123.75,29.16,9.005714286
20100129,12.9,122.39,28.18,8.892857143
20100201,13.22,124.67,28.41,8.718571429
20100202,13.3,125.53,28.46,8.835714286
20100203,13.36,125.66,28.63,8.85
20100204,13.01,123,27.84,8.62
20100205,13.24,123.52,28.02,8.691428571
20100208,13.39,121.88,27.72,8.7
20100209,13.55,123.21,28.01,8.875714286
20100210,13.75,122.81,27.99,8.784285714
20100211,13.95,123.73,28.12,9.051428571
20100212,13.84,124,27.93,9.025714286
20100216,14.14,125.23,28.35,9.265714286
20100217,14.11,126.33,28.59,9.215714286
20100218,14.429,127.81,28.969,9.442857143
20100219,13.47,127.19,28.77,9.521428571
20100222,13.36,126.85,28.73,9.324285714
20100223,13.21,126.46,28.33,9.192857143
20100224,13.39,127.59,28.63,9.241428571
20100225,13.29,127.07,28.6,9.372857143
20100226,13.24,127.16,28.67,9.435714286
20100301,13.57,128.57001,29.02,9.957142857
20100302,13.68,127.42,28.46,9.854285714
20100303,13.71,126.88,28.46,9.65
20100304,13.67,126.72,28.63,9.715714286
20100305,13.88,127.25,28.5875,9.664285714
20100308,14.01,126.41,28.63,9.811428571
20100309,14.18,125.55,28.8,9.991428571
20100310,14.31,125.62,28.97,10.18285714
20100311,14.21,127.6,29.18,10.17
20100312,14.26,127.94,29.27,9.997142857
20100315,14.26,127.83,29.29,9.942857143
20100316,14.3,128.67,29.37,10.09
20100317,14.59,127.76,29.63,10.13142857
20100318,14.55,128.38,29.61,10.07714286
20100319,14.41,127.71,29.59,10.06428571
20100322,14.62,127.98,29.6,10.41285714
20100323,15.22,129.37,29.88,10.42285714
20100324,14.99,128.53,29.65,10.33857143
20100325,14.87,129.24001,30.01,10.50571429
20100326,14.99,129.25999,29.66,10.61428571
20100329,14.96,128.59,29.59,10.55714286
20100330,14.97,128.77,29.77,10.72285714
20100331,15.02,128.25,29.2875,10.53428571
20100401,15.05,128.25,29.16,10.71428571
20100405,15.2,129.35001,29.27,11.42714286
20100406,15.57,128.92999,29.32,11.91
20100407,15.69,128.48,29.35,11.39
20100408,15.76,127.61,29.92,11.69
20100409,15.83,128.75999,30.34,11.77428571
20100412,15.93,128.36,30.32,11.88285714
20100413,15.72,129.03,30.45,12.34
20100414,16.56,131.25,30.82,12.51
20100415,16.86,130.89,30.87,12.40428571
20100416,16.76,130.63,30.67,12.18714286
20100419,16.898,132.23,31.039,12.11428571
20100420,17.01,129.69,31.36,12.43857143
20100421,17.17,128.99001,31.332,12.42571429
20100422,17.46,129.13,31.39,14.32142857
20100423,17.5,129.99001,30.96,14.24714286
20100426,17.02,130.73,31.11,15.45285714
20100427,16.53,128.82001,30.845,14.58142857
20100428,16.51,130.10001,30.91,14.19857143
20100429,16.65,130.46001,31.003,14.73857143
20100430,16.2,129,30.535,14.12857143
20100503,16.38,129.60001,30.86,14.57
20100504,15.66,128.12,30.13,14.19428571
20100505,15.77,127.46,29.85,14.03285714
20100506,15.2,123.92,28.98,13.85285714
20100507,15.01,122.1,28.21,13.01285714
20100510,15.38,126.27,28.94,13.92928571
20100511,15.48,126.89,28.88,14.26
20100512,15.72,132.67999,29.44,15.40428571
20100513,15.44,131.48,29.24,15.71571429
20100514,15.15,131.19,28.93,14.36571429
20100517,15.22,130.44,28.94,15.19285714
20100518,15,129.95,28.5975,14.57285714
20100519,14.98,128.86,28.24,14.37285714
20100520,14.32,123.8,27.11,13.57
20100521,13.35,125.42,26.84,14.21
20100524,13.44,124.45,26.27,14.51714286
20100525,13.33,124.52,26.07,15
20100526,13.25,123.23,25.01,14.97142857
20100527,13.4,126.39,26,15.55142857
20100528,13.33,125.26,25.8,15.87857143
20100601,13.09,124.34,25.89,15.32714286
20100602,13.12,127.41,26.46,15.82572857
20100603,13.7625,127.96,26.86,15.97857143
20100604,13.24,125.28,25.79,15.68285714
20100607,12.93,124.13,25.29,15.59428571
20100608,12.68,123.72,25.11,15.76142857
20100609,12.78,123.9,24.79,16.49
20100610,13.07,127.68,25,16.95142857
20100611,13.15,128.45,25.66,17.24142857
20100614,13.09,128.5,25.495,18.11571429
20100615,14,129.78999,26.5825,17.64285714
20100616,13.99,130.35001,26.32,17.81
20100617,14.2,130.98,26.37,17.98
20100618,14.04,130.14999,26.44,18.06
20100621,13.95,130.64999,25.95,16.99857143
20100622,13.8025,129.3,25.77,16.63285714
20100623,13.82,130.11,25.308,16.82428571
20100624,12.93,128.19,25,16.46428571
20100625,12.9325,127.12,24.5325,16.85428571
20100628,12.95,128.98,24.31,16.80142857
20100629,12.27,125.09,23.31,16.08285714
20100630,12.06,123.48,23.01,15.52142857
20100701,12.03,122.57,23.16,15.66571429
20100702,12.03,121.86,23.27,15.29714286
20100706,11.9,123.46,23.82,15.32428571
20100707,12.4575,127,24.3,16.92714286
20100708,12.78,127.97,24.4095,16.71142857
20100709,12.85,127.96,24.27,16.79057143
20100712,12.84,128.67,24.83,17.05428571
20100713,13.2,130.48,25.13,17.27428571
20100714,13.52,130.72,25.44,17.57142857
20100715,13.64,130.72,25.51,17.30142857
20100716,13.065,128.03,24.89,16.91285714
20100719,13.44,129.78999,25.23,16.98571429
20100720,13.36,126.55,25.48,17.19857143
20100721,13.07,125.27,25.12,17.09285714
20100722,13.4,127.47,25.84,14.79428571
20100723,13.51,128.38,25.81,15.38571429
20100726,13.74,128.41,26.1,14.68428571
20100727,13.66,128.63,26.16,14.87
20100728,13.5,128.42999,25.95,14.33
20100729,13.16,128.02,26.03,14.00285714
20100730,13.24,128.39999,25.81,14.65
20100802,13.61,130.75999,26.33,14.55428571
20100803,13.42,130.37,26.16,14.91571429
20100804,13.21,131.27,25.73,15.44714286
20100805,13.13,131.83,25.37,15.79
20100806,13.12,130.14,25.55,16.90285714
20100809,12.98,132,25.61,16.7
20100810,12.45,131.84,25.07,17.85857143
20100811,12.1,129.83,24.86,18.06714286
20100812,11.99,128.3,24.49,19.00714286
20100813,12.01,127.87,24.4,18.89428429
20100816,11.96,127.77,24.5,19.60285714
20100817,12.06,128.45,24.71,18.99571429
20100818,12.19,129.3925,24.82,17.95714286
20100819,12.04,128.89999,24.44,18.32000143
20100820,12.07,127.5,24.23,18.56571571
20100823,11.94,126.47,24.28,18.12857143
20100824,11.585,124.9,24.04,17.32571429
20100825,11.785,125.27,24.1,17.75
20100826,11.75,122.78,23.82,17.97714286
20100827,11.887,124.73,23.93,18.01428571
20100830,12.02,123.4,23.64,17.58571429
20100831,11.77,123.13,23.465,17.93142857
20100901,12.12,125.77,23.9,19.27357
20100902,12.36,125.04,23.94,19.71428571
20100903,12.59,127.58,24.29,19.78285714
20100907,12.32,125.95,23.96,20.25571286
20100908,12.54,126.08,23.93,20.85714286
20100909,12.38,126.36,24.01,20.81142714
20100910,12.06,127.99,23.85,20.88
20100913,12.31,129.61,25.11,21.13428571
20100914,12.38,128.85001,25.03,20.94999857
20100915,12.3,129.42999,25.115,20.44571429
20100916,12.42,129.67,25.33,20.07142857
20100917,12.451,130.19,25.22,20.06571571
20100920,12.6699,131.78999,25.43,20.41284143
20100921,12.601,131.98,25.15,21.02857143
20100922,12.38,132.57001,24.61,22.41857
20100923,12.15,131.67,24.43,22.92428571
20100924,12.65,134.11,24.775,23.17285857
20100927,12.64,134.64999,24.7325,23.57000143
20100928,12.7125,134.89,24.6775,23.12285714
20100929,12.99,135.48,24.5,24.37571429
20100930,12.97,134.14,24.49,23.16571429
20101001,13.0375,135.64,24.38,22.09428571
20101004,12.9,135.25,23.91,22.34142857
20101005,13.4,137.66,24.35,22.30893
20101006,13.22,137.84,24.43,21.46714286
20101007,13.27,138.72,24.53,21.63285571
20101008,13.69,138.85001,24.57,21.37714286
20101011,13.73,139.66,24.59,21.95571429
20101012,13.92,139.85001,24.83,22.19857143
20101013,14.131,140.37,25.34,22.08714286
20101014,14.27,141.5,25.23,21.82571429
20101015,14.49,141.06,25.54,22.24571429
20101018,14.661,142.83,25.82,21.85714286
20101019,14.49,138.03,25.1,21.33285714
20101020,14.69,139.07001,25.31,21.87857
20101021,14.6,139.83,25.42,24.67
20101022,14.585,139.67,25.3775,24.01428714
20101025,14.71,139.84,25.19,23.83428571
20101026,14.51,140.67,25.9,25.37428571
20101027,14.67,141.42999,26.05,25.5
20101028,14.59,140.89999,26.28,25.1
20101029,14.395,143.60001,26.665,24.79571571
20101101,14.41,143.32001,26.95,23.91
20101102,14.365,143.84,27.39,24.51571429
20101103,14.48,144.17,27.03,24.49428714
20101104,14.52,146.78999,27.14,23.97428714
20101105,14.46,146.92,26.85,24.01428714
20101108,14.29,146.46001,26.81,24.16142857
20101109,14.41,146.14,26.95,24.35143
20101110,14.49,146.55,26.94,25.26714286
20101111,13.93,145.42999,26.68,25.02
20101112,13.42,143.74001,26.27,24.71428571
20101115,13.51,143.64,26.2,24.04285714
20101116,13.395,142.24001,25.81,23.62857
20101117,13.35,141.95,25.57,23.81142714
20101118,13.665,144.36,25.8375,24.04714286
20101119,13.895,145.05,25.69,24.71999857
20101122,13.96,145.39,25.73,26.90285857
20101123,13.82,143.17999,25.12,26.81571571
20101124,13.875,145.81,25.37,26.96714286
20101126,13.73,144.11,25.34,27.31285714
20101129,13.57,142.89,25.31,28.41714286
20101130,13.22,141.46001,25.2575,29.41428429
20101201,13.41,144.41,26.04,28.59142857
20101202,13.65,145.17999,26.89,27.63142857
20101203,13.69,145.38,27.02,26.49285714
20101206,13.7,144.99001,26.84,27.63857143
20101207,13.6,144.02,26.87,27.11571429
20101208,13.68,144.98,27.23,26.89
20101209,13.649,144.3,27.08,27.29285714
20101210,13.89,144.82001,27.34,27.80428571
20101213,13.355,144.28,27.245,26.25714286
20101214,13.3125,145.82001,27.62,25.49285714
20101215,13.29,144.72,27.85,25.5
20101216,13.33,144.55,27.9875,25.94999857
20101217,13.64,145,27.9025,25.71714286
20101220,13.36,144.50999,27.81,25.43571429
20101221,13.84,145.74001,28.07,26.60571571
20101222,13.8775,145.95,28.1875,26.47857286
20101223,13.79,145.89,28.3,26.36857143
20101227,13.77,145.34,28.07,25.71571286
20101228,13.69,145.71001,28.01,26.23857143
20101229,13.65,146.52,27.97,25.75285714
20101230,13.65,146.67,27.85,25.68571429
20101231,13.55,146.75999,27.91,25.1
20110103,13.69,147.48,27.98,25.48714286
20110104,13.6875,147.64,28.0875,25.91
20110105,13.87,147.05,28,25.67571429
20110106,14.26,148.66,28.82,25.42714429
20110107,13.981,147.92999,28.6,25.61428571
20110110,14.011,147.64,28.22,26.84
20110111,14.08,147.28,28.11,26.66428429
20110112,14.391,149.10001,28.55,26.98571286
20110113,14.17,148.82001,28.19,27.35571571
20110114,14.05,150,28.3,27.35428571
20110118,14.1,150.64999,28.66,27.66857
20110119,13.78,155.69,28.47,27.26714286
20110120,13.6,155.8,28.3525,26.42857143
20110121,13.47,155.5,28.02,26.01285714
20110124,13.72,159.63,28.38,26.28000143
20110125,13.739,161.44,28.45,26.67714429
20110126,13.77,161.03999,28.78,26.14714286
20110127,13.441,161.07001,28.87,30.12428571
20110128,13.15,159.21001,27.751,31.14
20110131,13.16,162,27.725,30.58285714
20110201,13.45,163.56,27.9925,30.41428429
20110202,13.7215,163.3,27.94,30.17999857
20110203,13.8,163.53,27.65,30.21285857
20110204,13.89,164,27.77,31.43857286
20110207,13.99,164.82001,28.1975,31.14571429
20110208,13.87,166.05,28.2825,31.08928571
20110209,13.905,164.64999,27.97,31.75571286
20110210,13.85,164.09,27.5,31.88571429
20110211,13.97,163.85001,27.25,33.01000143
20110214,14.09,163.22,27.23,35.36428571
20110215,13.91,162.84,26.96,34.39857
20110216,15.56,163.39999,27.02,33.96035714
20110217,15.34,164.24001,27.21,33.66142857
20110218,15.43,164.84,27.06,33.64428429
20110222,15.145,161.95,26.59,31.65714429
20110223,15.11,160.17999,26.59,30.17142857
20110224,15.05,160.77,26.77,30.73999857
20110225,15.13,162.28,26.55,30.34857143
20110228,15.83,161.88,26.58,29.52428571
20110301,15.4025,159.97,26.16,29.23285714
20110302,15.44,160.16,26.0775,29.17571429
20110303,15.73,163.48,26.2,29.05285714
20110304,15.5975,161.83,25.9525,30.10285714
20110307,15.39,159.92999,25.72,29.62857
20110308,15.531,162.28,25.91,27.92142857
20110309,15.43,165.86,25.89,27.57000143
20110310,15.24,162.02,25.41,28.57428571
20110311,15.28,162.42999,25.68,29.22014286
20110314,14.97,161.39,25.69,28.74285714
20110315,14.7,159.02,25.39,31.01571429
20110316,14.225,153,24.79,30.54857143
20110317,14.11,154.17999,24.78,30.55714143
20110318,14.51,155.89,24.8,29.91428429
20110321,14.71,157.67999,25.33,30.40571429
20110322,14.7125,158,25.295,31.62714286
20110323,15.08,159.53,25.54,32.72285714
20110324,15.14,160.03999,25.81,32.73285714
20110325,15.06,162.17999,25.62,32.85857
20110328,14.79,161.37,25.41,33.90285857
20110329,14.77,162.88,25.49,33.91142857
20110330,14.64,163.60001,25.61,33.99285714
20110331,14.51,163.07001,25.39,33.96857143
20110401,14.34,164.27,25.48,34.58428571
20110404,14.25,164.25,25.55,34.96
20110405,14.43,163.99001,25.78,34.89
20110406,14.78,164.03999,26.15,34.28142857
20110407,14.84,164.38,26.2,33.42285857
20110408,14.57,164.05,26.07,33.55142857
20110411,14.6,163.95,25.98,32.59428571
20110412,14.7,163.25,25.64,33.41714286
20110413,15.42,163.95,25.63,34.10714286
20110414,14.95,164.97,25.42,33.81857143
20110415,14.92,166.21001,25.37,33.64143
20110418,14.71,165.94,25.08,33.33285714
20110419,14.88,165.39999,25.15,34.50714286
20110420,15.18,164.75,25.76,34.91857
20110421,15.27,168.28,25.52,36.03142857
20110425,15.38,167.67,25.61,35.95285714
20110426,15.75,168.49001,26.19,32.70142857
20110427,15.67,170.37,26.38,33.70857286
20110428,15.83,170.78,26.71,33.48142857
20110429,15.47,170.58,25.92,33.23857143
20110502,15.44,172.14999,25.66,33.88457143
20110503,15.8,172.87,25.81,33.03428714
20110504,15.84,170.62,26.06,32.74142857
20110505,15.88,168.46001,25.79,32.90142857
20110506,16.01,168.89,25.87,32.78142857
20110509,16.19,169.10001,25.83,33.77285714
20110510,16.41,170.38,25.67,33.94714286
20110511,16.73,169.5,25.36,34.38142857
20110512,16.66,172.24001,25.32,35.11
20110513,16.37,169.92,25.03,35.21714286
20110516,16,168.86,24.57,33.87
20110517,15.9,170.5,24.52,33.84857143
20110518,16.75,170.44,24.69,34.64857
20110519,16.34,170.59,24.715,34.67571429
20110520,16.01,170.16,24.49,35.12857
20110523,15.49,168.25999,24.17,35.40428571
